_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,amenities,price,security_deposit,cleaning_fee,extra_people,guests_included,availability_365,city,country,amenities_count,review_scores_accuracy,review_scores_location,host_id,host_name,first_review_date,last_review_date,log_price,amenities_bins,price_log
17205085,Habitación Gayfriendly l'Eixample,Apartment,Private room,Real Bed,1,1125,moderate,2.0,1.0,1.0,0,"TV, Internet, Wifi, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Essentials, Shampoo, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",60.0,0.0,30.0,0.0,1.0,179,Barcelona,Spain,13.0,10.0,10.0,8275343,Diego,2013-10-16,2017-05-27,4.110873864173311,11-20,4.110873864173311
17211545,Brightly lit double room in a great location.,Apartment,Private room,Real Bed,5,1125,flexible,1.0,1.0,1.0,0,"TV, Wifi, Kitchen, Smoking allowed, Heating, Washer, Smoke detector, Essentials, Hangers, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",151.0,200.0,0.0,0.0,1.0,0,Paddington,Australia,13.0,10.0,10.0,18168051,Wallace,2013-10-16,2017-05-27,5.0238805208462765,11-20,5.0238805208462765
17230426,Flat Maravilhoso★★★★★ 2 Quadras da Praia do Leblon,Serviced apartment,Entire home/apt,Real Bed,1,31,strict_14_with_grace_period,4.0,1.0,1.0,2,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Paid parking off premises, Doorman, Gym, Elevator, Buzzer/wireless intercom, Family/kid friendly, Fire extinguisher, Essentials, Shampoo, Hangers, Iron, Laptop friendly workspace, Private entrance, Luggage dropoff allowed, Long term stays allowed, Host greets you",642.5,750.0,160.0,62.5,2.0,89,Rio de Janeiro,Brazil,24.0,10.0,10.0,22713969,Maria,2017-03-30,2017-05-27,6.466922027036182,21-30,6.466922027036182
17252454,The Aloha Suite,Guesthouse,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4.0,1.0,1.0,36,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Pets live on this property, Dog(s), Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Long term stays allowed, Wide doorway, Step-free access, Step-free access, Host greets you",59.0,0.0,50.0,10.0,2.0,314,Keaau,United States,30.0,10.0,10.0,23696897,Alan & Lori,2017-04-20,2019-02-22,4.0943445622221,21-30,4.0943445622221
17272987,Modern refurbished flat in Gracia,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2.0,1.0,1.0,4,"TV, Wifi, Air conditioning, Kitchen, Heating, Washer, Dryer, First aid kit, Safety card, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_49, Private entrance",150.0,0.0,0.0,0.0,1.0,18,Barcelona,Spain,16.0,10.0,10.0,1004021,Ariadna,2017-03-03,2018-06-16,5.017279836814924,11-20,5.017279836814924
17310577,Bed and breakfast close to Barra beach,Bed and breakfast,Private room,Real Bed,3,5,flexible,4.0,2.0,4.0,0,"Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Smoking allowed, Breakfast, Family/kid friendly, Suitable for events, Washer, First aid kit, Essentials, Lock on bedroom door, Hangers, Iron, Laptop friendly workspace",295.0,0.0,0.0,0.0,1.0,180,Rio de Janeiro,Brazil,16.0,10.0,10.0,105546372,Maria And Hanno,2017-03-03,2019-02-02,5.69035945432406,11-20,5.69035945432406
17298388,Double room with private WC and balcony São Bento,Guest suite,Private room,Real Bed,2,1125,flexible,2.0,1.0,1.0,91,"TV, Wifi, Paid parking off premises, Free street parking, Family/kid friendly, Essentials, Lock on bedroom door, Hair dryer, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you",21.0,100.0,0.0,11.0,1.0,212,Porto,Portugal,12.0,10.0,10.0,114317711,Vitor,2017-04-12,2019-02-02,3.091042453358316,11-20,3.4657359027997265
17263550,Thelonious Monk room at The Harlem Townhouse,Guesthouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,2.0,1.0,1.0,62,"Wifi, Indoor fireplace, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, Essentials, Lock on bedroom door, Hangers, Laptop friendly workspace",58.0,0.0,25.0,50.0,2.0,256,New York,United States,10.0,10.0,10.0,3236595,René,2017-02-20,2019-03-03,4.07753744390572,0-10,4.07753744390572
17296538,Sagrada Familia Butterfly,Apartment,Entire home/apt,Real Bed,2,360,flexible,7.0,3.0,4.0,8,"TV, Internet, Wifi, Air conditioning, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Essentials, 24-hour check-in, Hair dryer, Iron, Crib",108.0,300.0,85.0,20.0,3.5,251,Barcelona,Spain,14.0,10.0,10.0,2439400,Guillermo,2017-06-04,2018-09-19,4.6913478822291435,11-20,4.6913478822291435
17263207,Brooklyn home.  Comfort and clean. Liguria room.,Townhouse,Private room,Real Bed,1,1125,moderate,8.0,1.0,2.0,18,"Wifi, Air conditioning, Kitchen, Free parking on premises, Free street parking, Heating, Suitable for events, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hair dryer, Iron, Self check-in, Keypad, Outlet covers, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed",49.0,200.0,25.0,35.0,1.0,356,Brooklyn,United States,29.0,10.0,10.0,2787,John,2017-04-19,2019-01-07,3.912023005428146,21-30,3.912023005428146
17305490,Gorgeous Studio & Balcony Garden @ THE MOTHERSHIP,Apartment,Entire home/apt,Real Bed,14,28,strict_14_with_grace_period,2.0,1.0,1.0,10,"Wifi, Air conditioning, Kitchen, Free street parking, Heating, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Lockbox, Hot water, Bed linens, Extra pillows and blankets, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony",150.0,200.0,75.0,20.0,1.0,66,Queens,United States,27.0,10.0,10.0,4680813,Gaia,2017-02-22,2019-01-06,5.017279836814924,21-30,5.017279836814924
17262709,Cozy Home - 5 pax 2BR City Centre 1 min to Metro,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,5.0,2.0,3.0,91,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Elevator, Heating, Family/kid friendly, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad",642.5,750.0,128.0,62.5,3.0,0,Hong Kong,Hong Kong,19.0,10.0,10.0,19569224,Jj,2017-04-02,2019-02-09,6.466922027036182,11-20,6.466922027036182
17283071,True East Village Art Filled 2 Bedroom with Garden,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,5.0,2.0,2.0,66,"Wifi, Air conditioning, Kitchen, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Host greets you",285.0,150.0,125.0,35.0,3.5,118,New York,United States,19.0,10.0,10.0,103740027,Nickeesa,2017-02-20,2019-03-02,5.655991810819852,11-20,5.655991810819852
17302836,Private room w/private bathroom near Central Park!,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2.0,1.0,1.0,2,"TV, Internet, Wifi, Air conditioning, Kitchen, Elevator, Heating, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_49",95.0,250.0,30.0,50.0,1.0,0,New York,United States,16.0,10.0,10.0,4428742,Banu,2017-03-12,2017-06-11,4.564348191467836,11-20,4.564348191467836
17278827,Aluguel casa em Buzios,House,Entire home/apt,Real Bed,2,1125,flexible,6.0,2.0,2.0,0,"TV, Air conditioning, Wheelchair accessible, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Pets live on this property, Family/kid friendly, Suitable for events, Essentials, Hangers, Iron",280.0,0.0,150.0,50.0,1.0,361,Buzios,Brazil,13.0,10.0,10.0,84483080,Ludmila,2017-03-12,2017-12-31,5.638354669333745,11-20,5.638354669333745
17319927,Stunning Bondi Beach Apartment (With Garage)!!!!,Apartment,Entire home/apt,Real Bed,5,1124,strict_14_with_grace_period,6.0,2.0,3.0,14,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Heating, Family/kid friendly, Washer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Bathtub, Children’s books and toys, Window guards, Pack ’n Play/travel crib, Room-darkening shades, Children’s dinnerware, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard, Long term stays allowed, Cleaning before checkout, Wide hallway clearance, Step-free access, Paid parking on premises",260.0,750.0,180.0,40.0,3.5,1,Bondi Beach,Australia,40.0,10.0,10.0,29252180,Lynne,2017-03-05,2017-12-31,5.564520407322694,31-40,5.564520407322694
17349393,"近新Rockdale一房一厅,近火车站,有停车位,近机场,可接送机",Apartment,Private room,Real Bed,2,1125,moderate,2.0,1.0,1.0,0,"Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace",635.0,0.0,62.0,0.0,1.0,89,Rockdale,Australia,16.0,10.0,10.0,72623748,Xiuzhi,2017-03-01,2018-06-17,6.455198563340122,11-20,6.455198563340122
17342261,*~ADORABLE 1 BD NOLITA APT — CENTRAL DOWNTOWN~*,Apartment,Entire home/apt,Real Bed,32,365,strict_14_with_grace_period,3.0,1.0,1.0,5,"TV, Wifi, Air conditioning, Kitchen, Heating, Smoke detector, Essentials, Lock on bedroom door, Hangers, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private living room, Hot water, Bed linens, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Cleaning before checkout",100.0,750.0,125.0,0.0,1.0,352,New York,United States,22.0,10.0,10.0,76192815,Sam,2017-03-31,2018-06-17,4.61512051684126,21-30,4.61512051684126
17357333,"Stylish, relaxing, super convenient",Apartment,Private room,Real Bed,20,22,moderate,2.0,1.0,1.0,0,"Internet, Wifi, Air conditioning, Wheelchair accessible, Elevator, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",85.0,140.0,30.0,0.0,1.0,0,Milsons Point,Australia,16.0,10.0,10.0,86889715,Setare,2017-03-31,2019-03-03,4.454347296253507,11-20,4.454347296253507
1731365,Duplex apartment with garden,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,7.0,2.0,3.0,67,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Pets allowed, Free street parking, Indoor fireplace, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Bathtub, High chair, Children’s books and toys, Fireplace guards, Babysitter recommendations, Pack ’n Play/travel crib, Children’s dinnerware, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Other",439.0,500.0,180.0,40.0,3.5,175,New York,United States,49.0,10.0,10.0,7379093,Francesca,2013-11-09,2019-03-03,6.0867747269123065,41-50,6.0867747269123065
17344027,Relaxing Stylish Room near Train and Attractions,Apartment,Private room,Real Bed,5,365,strict_14_with_grace_period,2.0,1.0,1.0,61,"Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Free street parking, Buzzer/wireless intercom, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, Self check-in, Lockbox, Hot water, Bed linens, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed",103.0,100.0,0.0,20.0,1.0,209,New York,United States,31.0,10.0,10.0,42024722,Daniel,2017-03-16,2019-02-25,4.6443908991413725,31-40,4.6443908991413725
17319360,Private  suite,Guest suite,Entire home/apt,Real Bed,1,15,strict_14_with_grace_period,4.0,1.0,3.0,22,"Wifi, Air conditioning, Free street parking, Heating, Family/kid friendly, Smoke detector, First aid kit, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Self check-in, Lockbox, Private entrance, Bathtub, Children’s books and toys, Hot water, Microwave, Coffee maker, Refrigerator, Garden or backyard, Luggage dropoff allowed",90.0,300.0,78.0,20.0,3.5,365,Queens,United States,23.0,10.0,10.0,42814202,Irisha,2017-02-25,2019-01-01,4.51085950651685,21-30,4.51085950651685
17311213,Backpackers Dream @ The Funky Loft with Breakfast,Loft,Private room,Real Bed,3,8,strict_14_with_grace_period,1.0,1.0,1.0,91,"Wifi, Air conditioning, Kitchen, Breakfast, Free street parking, Heating, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Extra pillows and blankets, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Host greets you",70.0,300.0,8.0,0.0,1.0,122,Brooklyn,United States,29.0,10.0,10.0,1432946,Marcella & Maya,2017-02-24,2019-03-02,4.2626798770413155,21-30,4.2626798770413155
1731242,Apartamento T1 Kit,Apartment,Entire home/apt,Real Bed,4,8,strict_14_with_grace_period,2.0,1.0,1.0,36,"TV, Cable TV, Wifi, Wheelchair accessible, Kitchen, Free parking on premises, Smoking allowed, Pets live on this property, Elevator, Buzzer/wireless intercom, Heating, Washer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",100.0,0.0,0.0,0.0,1.0,358,Porto,Portugal,20.0,10.0,10.0,9121118,Marta,2014-06-12,2017-10-15,4.61512051684126,11-20,4.61512051684126
17367289,"Cozy 1BD near JFK, Beach, Subway, Buses, & Kitchen",House,Private room,Real Bed,1,45,strict_14_with_grace_period,2.0,1.0,1.0,57,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, Private entrance, Window guards, Hot water, Bed linens, Extra pillows and blankets, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Garden or backyard, Long term stays allowed, Wide doorway, Well-lit path to entrance, Step-free access, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Wide doorway, Wide clearance to shower, toilet, Step-free access, Wide entryway, Host greets you",35.0,100.0,10.0,20.0,1.0,108,Queens,United States,45.0,10.0,10.0,112910861,Francisca,2017-02-25,2019-02-06,3.58351893845611,41-50,3.58351893845611
17398623,Near the center and the airport . Double room,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2.0,1.0,1.0,74,"TV, Cable TV, Wifi, Kitchen, Paid parking off premises, Smoking allowed, Elevator, Washer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Stove, Patio or balcony, Garden or backyard, Long term stays allowed, Waterfront, Paid parking on premises",30.0,0.0,0.0,0.0,1.0,28,Barcelona,Spain,33.0,10.0,10.0,111771252,Gigi,2017-04-07,2019-02-18,3.4339872044851463,31-40,3.4657359027997265
17416505,LAST CALL MWC - Bedroom w/ private wc and balcony,Apartment,Private room,Real Bed,3,7,moderate,2.0,1.0,1.0,0,"TV, Wifi, Kitchen, Smoking allowed, Breakfast, Elevator, Heating, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Hair dryer, translation missing: en.hosting_amenity_50",130.0,0.0,20.0,0.0,1.0,89,Barcelona,Spain,14.0,10.0,10.0,42193391,Diego,2017-04-01,2017-09-14,4.875197323201151,11-20,4.875197323201151
17435095,The Porto Concierge - Marques House | 402,House,Private room,Real Bed,2,1125,moderate,2.0,1.0,2.0,8,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace",50.0,0.0,10.0,0.0,1.0,358,Porto,Portugal,23.0,10.0,10.0,117930909,Beatriz,2017-03-22,2017-09-14,3.9318256327243257,21-30,3.9318256327243257
17428961,Trendy and spacious NEW LOFT,Loft,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,3.0,1.0,1.0,14,"TV, Air conditioning, Kitchen, Paid parking off premises, Elevator, Free street parking, Family/kid friendly, Suitable for events, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Luggage dropoff allowed",642.5,750.0,262.5,62.5,2.0,307,Hong Kong,Hong Kong,20.0,10.0,10.0,941407,Alessandro,2017-03-18,2018-12-27,6.466922027036182,11-20,6.466922027036182
17438054,Cozy Granny Flat,House,Entire home/apt,Real Bed,1,1125,moderate,4.0,1.0,2.0,72,"TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Family/kid friendly, Washer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, High chair, Children’s books and toys, Pack ’n Play/travel crib, Children’s dinnerware, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Step-free access, Step-free access, Handheld shower head, Roll-in shower",115.0,300.0,75.0,20.0,2.0,105,Kingsgrove,Australia,39.0,10.0,10.0,78717228,George And Lucia,2017-03-04,2019-03-02,4.7535901911063645,31-40,4.7535901911063645
17453748,Charming Fontainhas flat,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2.0,1.0,1.0,13,"Wifi, Kitchen, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, Host greets you",50.0,0.0,10.0,0.0,1.0,354,Porto,Portugal,12.0,10.0,10.0,31542272,Alina,2017-03-29,2018-08-03,3.9318256327243257,11-20,3.9318256327243257
17359216,Lovely room in design apartment in Plaza España,Apartment,Private room,Real Bed,1,10,flexible,1.0,1.0,1.0,4,"Wifi, Air conditioning, Pool, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Essentials, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Extra pillows and blankets, Pocket wifi, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Host greets you",60.0,0.0,20.0,10.0,2.0,334,Barcelona,Spain,24.0,10.0,10.0,7733967,Alena,2017-03-03,2018-09-16,4.110873864173311,21-30,4.110873864173311
17414683,Sendme2Portugal @Apart. Eusébio - Estação S.Bento,Apartment,Entire home/apt,Real Bed,2,31,strict_14_with_grace_period,3.0,1.0,2.0,3,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Self check-in, Keypad, High chair, Crib, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Patio or balcony, Luggage dropoff allowed, Paid parking on premises",70.0,0.0,0.0,10.0,2.0,323,Porto,Portugal,29.0,10.0,10.0,117769117,"Sendme2Portugal, Lda",2018-03-18,2018-08-23,4.2626798770413155,21-30,4.2626798770413155
17370308,Maui Kamaole 1BR Ocean View Front Row Condo,Condominium,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,4.0,1.0,1.0,0,"TV, Internet, Air conditioning, Pool, Kitchen, Free parking on premises, Hot tub, Washer, Dryer, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Other",442.0,0.0,188.0,0.0,1.0,174,Kihei,United States,15.0,10.0,10.0,2154262,Condominium Rentals Hawaii,2018-03-18,2019-01-03,6.093569770045136,11-20,6.093569770045136
17397441,Cedofeitadream,Apartment,Entire home/apt,Real Bed,2,90,flexible,5.0,2.0,4.0,28,"TV, Cable TV, Wifi, Kitchen, Elevator, Heating, Family/kid friendly, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Baby bath, High chair, Window guards, Crib, Hot water, Other",90.0,100.0,20.0,15.0,3.5,337,Porto,Portugal,20.0,10.0,10.0,114007040,Alexandra,2017-04-17,2019-01-03,4.51085950651685,11-20,4.51085950651685
17468736,"Casa em vila piscatória, Afurada - 1 piso",Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6.0,2.0,4.0,2,"TV, Cable TV, Wifi, Kitchen, Smoking allowed, Pets allowed, Free street parking, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private entrance, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Long term stays allowed",60.0,100.0,25.0,10.0,1.0,318,Vila Nova de Gaia,Portugal,26.0,10.0,10.0,23099851,Joao,2017-05-01,2018-09-28,4.110873864173311,21-30,4.110873864173311
17537192,Private Room & King Size Bed (Eixample),Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2.0,1.0,1.0,20,"TV, Internet, Wifi, Kitchen, Pets allowed, Heating, Essentials, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Host greets you, Paid parking on premises",60.0,0.0,30.0,62.5,2.0,311,Barcelona ,Spain,12.0,10.0,10.0,118473730,Jose Maria,2017-04-10,2018-10-14,4.110873864173311,11-20,4.110873864173311
1746726,"Chelsea NYC luxury 2 bed/2 bath, garden apt",Apartment,Entire home/apt,Real Bed,3,29,strict_14_with_grace_period,4.0,2.0,2.0,91,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Self check-in, Building staff, Private living room, Private entrance, Bathtub, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard, Luggage dropoff allowed",555.0,500.0,262.5,0.0,1.0,158,New York,United States,40.0,10.0,10.0,4051126,Kris,2013-12-03,2019-01-04,6.320768294250582,31-40,6.320768294250582
17531493,Cute Room in Upper West Side (FEMALES ONLY),Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1.0,1.0,1.0,19,"Wifi, Air conditioning, Kitchen, Hot tub, Heating, Smoke detector, Fire extinguisher, Essentials, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Host greets you",75.0,0.0,30.0,0.0,1.0,0,New York,United States,14.0,10.0,10.0,78254013,Ana,2017-05-21,2018-01-04,4.330733340286331,11-20,4.330733340286331
17464608,Hilo/Papa'ikou--Hale Melia,House,Private room,Real Bed,1,31,strict_14_with_grace_period,2.0,1.0,1.0,91,"TV, Cable TV, Wifi, Free parking on premises, Pets live on this property, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Keypad, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Wide hallway clearance, Well-lit path to entrance",60.0,100.0,10.0,0.0,1.0,278,Papaikou,United States,34.0,10.0,10.0,115263136,Glenn And Mary,2017-04-23,2019-03-01,4.110873864173311,31-40,4.110873864173311
17471139,"Dali IV, Friendly Rentals",Apartment,Entire home/apt,Real Bed,1,27,strict_14_with_grace_period,4.0,1.0,3.0,35,"TV, Wifi, Air conditioning, Kitchen, Elevator, Heating, Washer, Essentials, Hair dryer, Iron, TV",60.0,200.0,50.0,0.0,3.5,220,Barcelona,Spain,11.0,10.0,10.0,102947901,Claudia,2017-04-30,2019-01-27,4.110873864173311,11-20,4.110873864173311
17494671,ótimo quarto em ambiente tranquilo e aconchegante,Apartment,Private room,Real Bed,1,30,flexible,1.0,1.0,1.0,25,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Pets allowed, Gym, Elevator, Washer, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Host greets you",101.0,0.0,0.0,50.0,1.0,322,Rio de Janeiro,Brazil,28.0,10.0,10.0,118544019,Isabel,2017-03-29,2018-12-02,4.624972813284271,21-30,4.624972813284271
17522700,Peaceful Retreat less than 10mn from ferry,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2.0,1.0,1.0,7,"Air conditioning, Kitchen, Washer, Essentials, Shampoo, Lock on bedroom door, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Lockbox, Private entrance, Hot water, Bed linens",620.0,0.0,0.0,0.0,1.0,0,Hong Kong Island,Hong Kong,15.0,10.0,10.0,1923812,Antoine,2017-03-18,2017-12-13,6.431331081933479,11-20,6.431331081933479
17546959,"Cozy flat,elevator, good location,man-mo temple",Apartment,Shared room,Real Bed,5,1125,flexible,2.0,1.0,1.0,0,"Wifi, Air conditioning, Kitchen, Elevator, Family/kid friendly, Washer, Smoke detector, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace",642.5,0.0,0.0,0.0,1.0,0,Hong Kong Island,Hong Kong,13.0,10.0,10.0,73679972,Lumioula,2017-03-18,2019-02-27,6.466922027036182,11-20,6.466922027036182
17493061,MAR 402 Tres habitaciones junto a la Playa,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8.0,3.0,5.0,14,"TV, Wifi, Air conditioning, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Essentials, Hair dryer, Iron",400.0,200.0,50.0,0.0,1.0,290,Barcelona,Spain,11.0,10.0,10.0,11786232,Ceci,2017-08-16,2019-02-27,5.993961427306569,11-20,5.993961427306569
